model tuple,gen,test result
"('111', '1100001110')","{'S_1': '1-11', 'S_2': '1-10-000-1110'}","(0.9903, 0.035095945978205416)"
"('111', '1100001101')","{'S_1': '1-11', 'S_2': '1-10-000-1101'}","(0.9893, 0.034901926153153184)"
"('111', '1100001100')","{'S_1': '1-11', 'S_2': '1-10-000-1100'}","(0.9893, 0.03481521197874099)"
"('111', '1100001011')","{'S_1': '1-11', 'S_2': '1-10-000-1011'}","(0.9886, 0.037256517471326515)"
"('111', '1100001010')","{'S_1': '1-11', 'S_2': '1-10-000-1010'}","(0.9885, 0.037202265860652554)"
"('111', '1100001001')","{'S_1': '1-11', 'S_2': '1-10-000-1001'}","(0.9864, 0.04293492738343775)"
"('111', '1100001000')","{'S_1': '1-11', 'S_2': '1-10-000-1000'}","(0.9866, 0.04249375037548598)"
"('111', '1100000111')","{'S_1': '1-11', 'S_2': '1-10-000-0111'}","(0.9907, 0.19919468711614607)"
"('111', '1100000110')","{'S_1': '1-11', 'S_2': '1-10-000-0110'}","(0.9907, 0.1759326202750206)"
"('111', '1100000101')","{'S_1': '1-11', 'S_2': '1-10-000-0101'}","(0.8931, 1.2136237215042114)"
"('111', '1100000100')","{'S_1': '1-11', 'S_2': '1-10-000-0100'}","(0.9274, 1.109232301902771)"
"('111', '1100000011')","{'S_1': '1-11', 'S_2': '1-10-000-0011'}","(0.9382, 1.0414623750686645)"
"('111', '1100000010')","{'S_1': '1-11', 'S_2': '1-10-000-0010'}","(0.9553, 0.9386732809066772)"
"('111', '1100000001')","{'S_1': '1-11', 'S_2': '1-10-000-0001'}","(0.0471, 2.733676497268677)"
"('111', '1100000000')","{'S_1': '1-11', 'S_2': '1-10-000-0000'}","(0.0476, 2.7368692501068117)"
"('111', '1011111111')","{'S_1': '1-11', 'S_2': '1-01-111-1111'}","(0.9907, 0.032693340224178156)"
"('111', '1011111110')","{'S_1': '1-11', 'S_2': '1-01-111-1110'}","(0.9897, 0.03417017697320553)"
"('111', '1011111101')","{'S_1': '1-11', 'S_2': '1-01-111-1101'}","(0.9906, 0.03335008351793513)"
"('111', '1011111100')","{'S_1': '1-11', 'S_2': '1-01-111-1100'}","(0.9895, 0.03516277545113117)"
"('111', '1011111011')","{'S_1': '1-11', 'S_2': '1-01-111-1011'}","(0.9896, 0.03374051318839193)"
"('111', '1011111010')","{'S_1': '1-11', 'S_2': '1-01-111-1010'}","(0.9881, 0.038298007667809726)"
"('111', '1011111001')","{'S_1': '1-11', 'S_2': '1-01-111-1001'}","(0.9893, 0.03459904244020581)"
"('111', '1011111000')","{'S_1': '1-11', 'S_2': '1-01-111-1000'}","(0.9881, 0.03985011534364894)"
"('111', '1011110111')","{'S_1': '1-11', 'S_2': '1-01-111-0111'}","(0.9904, 0.1842128284931183)"
"('111', '1011110110')","{'S_1': '1-11', 'S_2': '1-01-111-0110'}","(0.8677, 1.2136495613098144)"
"('111', '1011110101')","{'S_1': '1-11', 'S_2': '1-01-111-0101'}","(0.991, 0.1615146512746811)"
"('111', '1011110100')","{'S_1': '1-11', 'S_2': '1-01-111-0100'}","(0.905, 1.1262011985778808)"
"('111', '1011110011')","{'S_1': '1-11', 'S_2': '1-01-111-0011'}","(0.9868, 0.5310589273929596)"
"('111', '1011110010')","{'S_1': '1-11', 'S_2': '1-01-111-0010'}","(0.1356, 2.5282961639404298)"
"('111', '1011110001')","{'S_1': '1-11', 'S_2': '1-01-111-0001'}","(0.9876, 0.4773566331863403)"
"('111', '1011110000')","{'S_1': '1-11', 'S_2': '1-01-111-0000'}","(0.1132, 2.6154358612060546)"
"('111', '1011101111')","{'S_1': '1-11', 'S_2': '1-01-110-1111'}","(0.9906, 0.032804483404196796)"
"('111', '1011101110')","{'S_1': '1-11', 'S_2': '1-01-110-1110'}","(0.9897, 0.034179355652118104)"
"('111', '1011101101')","{'S_1': '1-11', 'S_2': '1-01-110-1101'}","(0.9903, 0.033025367962702876)"
"('111', '1011101100')","{'S_1': '1-11', 'S_2': '1-01-110-1100'}","(0.9895, 0.03501145723601221)"
"('111', '1011101011')","{'S_1': '1-11', 'S_2': '1-01-110-1011'}","(0.9896, 0.03387420922052115)"
"('111', '1011101010')","{'S_1': '1-11', 'S_2': '1-01-110-1010'}","(0.9883, 0.038319393683224914)"
"('111', '1011101001')","{'S_1': '1-11', 'S_2': '1-01-110-1001'}","(0.9896, 0.03435905802203342)"
"('111', '1011101000')","{'S_1': '1-11', 'S_2': '1-01-110-1000'}","(0.9878, 0.0399080534581095)"
"('111', '1011100111')","{'S_1': '1-11', 'S_2': '1-01-110-0111'}","(0.9905, 0.1801047264099121)"
"('111', '1011100110')","{'S_1': '1-11', 'S_2': '1-01-110-0110'}","(0.8554, 1.2256271078109742)"
"('111', '1011100101')","{'S_1': '1-11', 'S_2': '1-01-110-0101'}","(0.9917, 0.18219000675678254)"
"('111', '1011100100')","{'S_1': '1-11', 'S_2': '1-01-110-0100'}","(0.8514, 1.2333651039123534)"
"('111', '1011100011')","{'S_1': '1-11', 'S_2': '1-01-110-0011'}","(0.987, 0.5186047141075134)"
"('111', '1011100010')","{'S_1': '1-11', 'S_2': '1-01-110-0010'}","(0.1354, 2.5370802806854247)"
"('111', '1011100001')","{'S_1': '1-11', 'S_2': '1-01-110-0001'}","(0.9866, 0.5449484167098999)"
"('111', '1011100000')","{'S_1': '1-11', 'S_2': '1-01-110-0000'}","(0.1007, 2.65828706741333)"
"('111', '1011011111')","{'S_1': '1-11', 'S_2': '1-01-101-1111'}","(0.9903, 0.03343754236176319)"
"('111', '1011011110')","{'S_1': '1-11', 'S_2': '1-01-101-1110'}","(0.9895, 0.034150954038184134)"
"('111', '1011011101')","{'S_1': '1-11', 'S_2': '1-01-101-1101'}","(0.9903, 0.03416527470769361)"
"('111', '1011011100')","{'S_1': '1-11', 'S_2': '1-01-101-1100'}","(0.9894, 0.03516294679613784)"
"('111', '1011011011')","{'S_1': '1-11', 'S_2': '1-01-101-1011'}","(0.9893, 0.034875733138481156)"
"('111', '1011011010')","{'S_1': '1-11', 'S_2': '1-01-101-1010'}","(0.9883, 0.03818415127303451)"
"('111', '1011011001')","{'S_1': '1-11', 'S_2': '1-01-101-1001'}","(0.9892, 0.03584698505103588)"
"('111', '1011011000')","{'S_1': '1-11', 'S_2': '1-01-101-1000'}","(0.9879, 0.03972271249517798)"
"('111', '1011010111')","{'S_1': '1-11', 'S_2': '1-01-101-0111'}","(0.99, 0.2050965461730957)"
"('111', '1011010110')","{'S_1': '1-11', 'S_2': '1-01-101-0110'}","(0.9099, 1.1631474531173707)"
"('111', '1011010101')","{'S_1': '1-11', 'S_2': '1-01-101-0101'}","(0.9905, 0.17999663689136505)"
"('111', '1011010100')","{'S_1': '1-11', 'S_2': '1-01-101-0100'}","(0.9325, 1.0795158309936523)"
"('111', '1011010011')","{'S_1': '1-11', 'S_2': '1-01-101-0011'}","(0.9856, 0.6128350261688232)"
"('111', '1011010010')","{'S_1': '1-11', 'S_2': '1-01-101-0010'}","(0.1399, 2.466864697265625)"
"('111', '1011010001')","{'S_1': '1-11', 'S_2': '1-01-101-0001'}","(0.9865, 0.5524321029663086)"
"('111', '1011010000')","{'S_1': '1-11', 'S_2': '1-01-101-0000'}","(0.1147, 2.5529919895172117)"
"('111', '1011001111')","{'S_1': '1-11', 'S_2': '1-01-100-1111'}","(0.9903, 0.03359664061692311)"
"('111', '1011001110')","{'S_1': '1-11', 'S_2': '1-01-100-1110'}","(0.9894, 0.03415716882776469)"
"('111', '1011001101')","{'S_1': '1-11', 'S_2': '1-01-100-1101'}","(0.9903, 0.03389676394267008)"
"('111', '1011001100')","{'S_1': '1-11', 'S_2': '1-01-100-1100'}","(0.9894, 0.03499214427764528)"
"('111', '1011001011')","{'S_1': '1-11', 'S_2': '1-01-100-1011'}","(0.9892, 0.03505705859311856)"
"('111', '1011001010')","{'S_1': '1-11', 'S_2': '1-01-100-1010'}","(0.9882, 0.038218930265679955)"
"('111', '1011001001')","{'S_1': '1-11', 'S_2': '1-01-100-1001'}","(0.9892, 0.03564647316369228)"
"('111', '1011001000')","{'S_1': '1-11', 'S_2': '1-01-100-1000'}","(0.9881, 0.03974683726341464)"
"('111', '1011000111')","{'S_1': '1-11', 'S_2': '1-01-100-0111'}","(0.9898, 0.2011667977809906)"
"('111', '1011000110')","{'S_1': '1-11', 'S_2': '1-01-100-0110'}","(0.8992, 1.180973885154724)"
"('111', '1011000101')","{'S_1': '1-11', 'S_2': '1-01-100-0101'}","(0.9914, 0.20428122322559356)"
"('111', '1011000100')","{'S_1': '1-11', 'S_2': '1-01-100-0100'}","(0.8938, 1.1935316360473633)"
"('111', '1011000011')","{'S_1': '1-11', 'S_2': '1-01-100-0011'}","(0.9851, 0.6002358819961547)"
"('111', '1011000010')","{'S_1': '1-11', 'S_2': '1-01-100-0010'}","(0.139, 2.47811517829895)"
"('111', '1011000001')","{'S_1': '1-11', 'S_2': '1-01-100-0001'}","(0.986, 0.6319795467376709)"
"('111', '1011000000')","{'S_1': '1-11', 'S_2': '1-01-100-0000'}","(0.0985, 2.6005710197448733)"
"('111', '1010111111')","{'S_1': '1-11', 'S_2': '1-01-011-1111'}","(0.9903, 0.03380834151832387)"
"('111', '1010111110')","{'S_1': '1-11', 'S_2': '1-01-011-1110'}","(0.9901, 0.0344598948134575)"
"('111', '1010111101')","{'S_1': '1-11', 'S_2': '1-01-011-1101'}","(0.9902, 0.03468419452741509)"
"('111', '1010111100')","{'S_1': '1-11', 'S_2': '1-01-011-1100'}","(0.9897, 0.03544652596225496)"
"('111', '1010111011')","{'S_1': '1-11', 'S_2': '1-01-011-1011'}","(0.9883, 0.03686473728977144)"
"('111', '1010111010')","{'S_1': '1-11', 'S_2': '1-01-011-1010'}","(0.9877, 0.03808137974254787)"
"('111', '1010111001')","{'S_1': '1-11', 'S_2': '1-01-011-1001'}","(0.9879, 0.03807206172794104)"
"('111', '1010111000')","{'S_1': '1-11', 'S_2': '1-01-011-1000'}","(0.9873, 0.03954739351626486)"
"('111', '1010110111')","{'S_1': '1-11', 'S_2': '1-01-011-0111'}","(0.9889, 0.7732201166152954)"
"('111', '1010110110')","{'S_1': '1-11', 'S_2': '1-01-011-0110'}","(0.9872, 0.9099864462852478)"
"('111', '1010110101')","{'S_1': '1-11', 'S_2': '1-01-011-0101'}","(0.9899, 0.716946577167511)"
"('111', '1010110100')","{'S_1': '1-11', 'S_2': '1-01-011-0100'}","(0.9889, 0.836637498474121)"
"('111', '1010110011')","{'S_1': '1-11', 'S_2': '1-01-011-0011'}","(0.8668, 1.9989850566864014)"
"('111', '1010110010')","{'S_1': '1-11', 'S_2': '1-01-011-0010'}","(0.2442, 2.2642989261627195)"
"('111', '1010110001')","{'S_1': '1-11', 'S_2': '1-01-011-0001'}","(0.8307, 2.0684118183135984)"
"('111', '1010110000')","{'S_1': '1-11', 'S_2': '1-01-011-0000'}","(0.1233, 2.3474316719055177)"
"('111', '1010101111')","{'S_1': '1-11', 'S_2': '1-01-010-1111'}","(0.9902, 0.03382180693638511)"
"('111', '1010101110')","{'S_1': '1-11', 'S_2': '1-01-010-1110'}","(0.9899, 0.034445628120563926)"
"('111', '1010101101')","{'S_1': '1-11', 'S_2': '1-01-010-1101'}","(0.9902, 0.03427004393290262)"
"('111', '1010101100')","{'S_1': '1-11', 'S_2': '1-01-010-1100'}","(0.9897, 0.035050862177368254)"
"('111', '1010101011')","{'S_1': '1-11', 'S_2': '1-01-010-1011'}","(0.9883, 0.03693389387479983)"
"('111', '1010101010')","{'S_1': '1-11', 'S_2': '1-01-010-1010'}","(0.9877, 0.03807017629854381)"
"('111', '1010101001')","{'S_1': '1-11', 'S_2': '1-01-010-1001'}","(0.9879, 0.037804839917458595)"
"('111', '1010101000')","{'S_1': '1-11', 'S_2': '1-01-010-1000'}","(0.9871, 0.0392587099082768)"
"('111', '1010100111')","{'S_1': '1-11', 'S_2': '1-01-010-0111'}","(0.9888, 0.7989203334808349)"
"('111', '1010100110')","{'S_1': '1-11', 'S_2': '1-01-010-0110'}","(0.987, 0.9239938004493713)"
"('111', '1010100101')","{'S_1': '1-11', 'S_2': '1-01-010-0101'}","(0.9887, 0.8745225221633911)"
"('111', '1010100100')","{'S_1': '1-11', 'S_2': '1-01-010-0100'}","(0.9847, 0.9794479383468628)"
"('111', '1010100011')","{'S_1': '1-11', 'S_2': '1-01-010-0011'}","(0.8549, 2.0272064140319825)"
"('111', '1010100010')","{'S_1': '1-11', 'S_2': '1-01-010-0010'}","(0.2419, 2.26129846496582)"
"('111', '1010100001')","{'S_1': '1-11', 'S_2': '1-01-010-0001'}","(0.3966, 2.191517070007324)"
"('111', '1010100000')","{'S_1': '1-11', 'S_2': '1-01-010-0000'}","(0.0879, 2.364716022491455)"
"('111', '1010011111')","{'S_1': '1-11', 'S_2': '1-01-001-1111'}","(0.9899, 0.034817065935442225)"
"('111', '1010011110')","{'S_1': '1-11', 'S_2': '1-01-001-1110'}","(0.9898, 0.03493947252901271)"
"('111', '1010011101')","{'S_1': '1-11', 'S_2': '1-01-001-1101'}","(0.9893, 0.035779683207487686)"
"('111', '1010011100')","{'S_1': '1-11', 'S_2': '1-01-001-1100'}","(0.9893, 0.035934684702567755)"
"('111', '1010011011')","{'S_1': '1-11', 'S_2': '1-01-001-1011'}","(0.9877, 0.03835983627848327)"
"('111', '1010011010')","{'S_1': '1-11', 'S_2': '1-01-001-1010'}","(0.9877, 0.03854017255880681)"
"('111', '1010011001')","{'S_1': '1-11', 'S_2': '1-01-001-1001'}","(0.987, 0.039786446339264515)"
"('111', '1010011000')","{'S_1': '1-11', 'S_2': '1-01-001-1000'}","(0.987, 0.04001808815132826)"
"('111', '1010010111')","{'S_1': '1-11', 'S_2': '1-01-001-0111'}","(0.9884, 0.8302430478096008)"
"('111', '1010010110')","{'S_1': '1-11', 'S_2': '1-01-001-0110'}","(0.9885, 0.8251114650726319)"
"('111', '1010010101')","{'S_1': '1-11', 'S_2': '1-01-001-0101'}","(0.9894, 0.7638407283782959)"
"('111', '1010010100')","{'S_1': '1-11', 'S_2': '1-01-001-0100'}","(0.9897, 0.756623681640625)"
"('111', '1010010011')","{'S_1': '1-11', 'S_2': '1-01-001-0011'}","(0.6477, 2.1767067558288575)"
"('111', '1010010010')","{'S_1': '1-11', 'S_2': '1-01-001-0010'}","(0.6438, 2.1977224323272706)"
"('111', '1010010001')","{'S_1': '1-11', 'S_2': '1-01-001-0001'}","(0.1376, 2.2897001613616945)"
"('111', '1010010000')","{'S_1': '1-11', 'S_2': '1-01-001-0000'}","(0.0718, 2.304341435623169)"
"('111', '1010001111')","{'S_1': '1-11', 'S_2': '1-01-000-1111'}","(0.9899, 0.03499092191392556)"
"('111', '1010001110')","{'S_1': '1-11', 'S_2': '1-01-000-1110'}","(0.9899, 0.034965115469228474)"
"('111', '1010001101')","{'S_1': '1-11', 'S_2': '1-01-000-1101'}","(0.9895, 0.03554105333983898)"
"('111', '1010001100')","{'S_1': '1-11', 'S_2': '1-01-000-1100'}","(0.9895, 0.03549919860726222)"
"('111', '1010001011')","{'S_1': '1-11', 'S_2': '1-01-000-1011'}","(0.9875, 0.03874321907088161)"
"('111', '1010001010')","{'S_1': '1-11', 'S_2': '1-01-000-1010'}","(0.9876, 0.038542918577045206)"
"('111', '1010001001')","{'S_1': '1-11', 'S_2': '1-01-000-1001'}","(0.9874, 0.0398258432129398)"
"('111', '1010001000')","{'S_1': '1-11', 'S_2': '1-01-000-1000'}","(0.9873, 0.039627277921326455)"
"('111', '1010000111')","{'S_1': '1-11', 'S_2': '1-01-000-0111'}","(0.9882, 0.8985956949234009)"
"('111', '1010000110')","{'S_1': '1-11', 'S_2': '1-01-000-0110'}","(0.9884, 0.8150343795776367)"
"('111', '1010000101')","{'S_1': '1-11', 'S_2': '1-01-000-0101'}","(0.9872, 0.9799537700653076)"
"('111', '1010000100')","{'S_1': '1-11', 'S_2': '1-01-000-0100'}","(0.9882, 0.8783632913589478)"
"('111', '1010000011')","{'S_1': '1-11', 'S_2': '1-01-000-0011'}","(0.5827, 2.2152150497436525)"
"('111', '1010000010')","{'S_1': '1-11', 'S_2': '1-01-000-0010'}","(0.656, 2.1822721607208253)"
"('111', '1010000001')","{'S_1': '1-11', 'S_2': '1-01-000-0001'}","(0.0892, 2.320349076461792)"
"('111', '1010000000')","{'S_1': '1-11', 'S_2': '1-01-000-0000'}","(0.0905, 2.321681944656372)"
"('111', '1001111111')","{'S_1': '1-11', 'S_2': '1-00-111-1111'}","(0.9906, 0.03368643516987795)"
"('111', '1001111110')","{'S_1': '1-11', 'S_2': '1-00-111-1110'}","(0.9894, 0.03555128898480907)"
"('111', '1001111101')","{'S_1': '1-11', 'S_2': '1-00-111-1101'}","(0.9906, 0.033511044153978584)"
"('111', '1001111100')","{'S_1': '1-11', 'S_2': '1-00-111-1100'}","(0.9895, 0.0351788050676696)"
"('111', '1001111011')","{'S_1': '1-11', 'S_2': '1-00-111-1011'}","(0.9893, 0.03508380599529482)"
"('111', '1001111010')","{'S_1': '1-11', 'S_2': '1-00-111-1010'}","(0.9879, 0.04045175643600524)"
"('111', '1001111001')","{'S_1': '1-11', 'S_2': '1-00-111-1001'}","(0.9892, 0.034795084652444346)"
"('111', '1001111000')","{'S_1': '1-11', 'S_2': '1-00-111-1000'}","(0.9882, 0.03986414471678436)"
"('111', '1001110111')","{'S_1': '1-11', 'S_2': '1-00-111-0111'}","(0.9901, 0.17831088516712187)"
"('111', '1001110110')","{'S_1': '1-11', 'S_2': '1-00-111-0110'}","(0.8666, 1.244340851020813)"
"('111', '1001110101')","{'S_1': '1-11', 'S_2': '1-00-111-0101'}","(0.9905, 0.16005210453271865)"
"('111', '1001110100')","{'S_1': '1-11', 'S_2': '1-00-111-0100'}","(0.9024, 1.1315903451919556)"
"('111', '1001110011')","{'S_1': '1-11', 'S_2': '1-00-111-0011'}","(0.9868, 0.530505624294281)"
"('111', '1001110010')","{'S_1': '1-11', 'S_2': '1-00-111-0010'}","(0.1154, 2.619636855316162)"
"('111', '1001110001')","{'S_1': '1-11', 'S_2': '1-00-111-0001'}","(0.9876, 0.47290880098342897)"
"('111', '1001110000')","{'S_1': '1-11', 'S_2': '1-00-111-0000'}","(0.1148, 2.6187225551605224)"
"('111', '1001101111')","{'S_1': '1-11', 'S_2': '1-00-110-1111'}","(0.9906, 0.0336471950582345)"
"('111', '1001101110')","{'S_1': '1-11', 'S_2': '1-00-110-1110'}","(0.9894, 0.035544196704728526)"
"('111', '1001101101')","{'S_1': '1-11', 'S_2': '1-00-110-1101'}","(0.9906, 0.033477568953391164)"
"('111', '1001101100')","{'S_1': '1-11', 'S_2': '1-00-110-1100'}","(0.9894, 0.035168072358332574)"
"('111', '1001101011')","{'S_1': '1-11', 'S_2': '1-00-110-1011'}","(0.9893, 0.03503650634083897)"
"('111', '1001101010')","{'S_1': '1-11', 'S_2': '1-00-110-1010'}","(0.9878, 0.040447723332233725)"
"('111', '1001101001')","{'S_1': '1-11', 'S_2': '1-00-110-1001'}","(0.9892, 0.03474607448587776)"
"('111', '1001101000')","{'S_1': '1-11', 'S_2': '1-00-110-1000'}","(0.9881, 0.03986087202206254)"
"('111', '1001100111')","{'S_1': '1-11', 'S_2': '1-00-110-0111'}","(0.9901, 0.17623576674461364)"
"('111', '1001100110')","{'S_1': '1-11', 'S_2': '1-00-110-0110'}","(0.8611, 1.2514066743850707)"
"('111', '1001100101')","{'S_1': '1-11', 'S_2': '1-00-110-0101'}","(0.9907, 0.15832012140750884)"
"('111', '1001100100')","{'S_1': '1-11', 'S_2': '1-00-110-0100'}","(0.8979, 1.138527926826477)"
"('111', '1001100011')","{'S_1': '1-11', 'S_2': '1-00-110-0011'}","(0.9872, 0.5230929321289063)"
"('111', '1001100010')","{'S_1': '1-11', 'S_2': '1-00-110-0010'}","(0.1136, 2.6248570262908935)"
"('111', '1001100001')","{'S_1': '1-11', 'S_2': '1-00-110-0001'}","(0.9879, 0.46653420972824095)"
"('111', '1001100000')","{'S_1': '1-11', 'S_2': '1-00-110-0000'}","(0.1129, 2.6239763599395753)"
"('111', '1001011111')","{'S_1': '1-11', 'S_2': '1-00-101-1111'}","(0.99, 0.03457684175367467)"
"('111', '1001011110')","{'S_1': '1-11', 'S_2': '1-00-101-1110'}","(0.9891, 0.03554825408686884)"
"('111', '1001011101')","{'S_1': '1-11', 'S_2': '1-00-101-1101'}","(0.9903, 0.034373001995915545)"
"('111', '1001011100')","{'S_1': '1-11', 'S_2': '1-00-101-1100'}","(0.9894, 0.03517381037974265)"
"('111', '1001011011')","{'S_1': '1-11', 'S_2': '1-00-101-1011'}","(0.9888, 0.036930631318315865)"
"('111', '1001011010')","{'S_1': '1-11', 'S_2': '1-00-101-1010'}","(0.987, 0.04325688009299338)"
"('111', '1001011001')","{'S_1': '1-11', 'S_2': '1-00-101-1001'}","(0.9889, 0.03660178726743907)"
"('111', '1001011000')","{'S_1': '1-11', 'S_2': '1-00-101-1000'}","(0.9871, 0.04252635805830359)"
"('111', '1001010111')","{'S_1': '1-11', 'S_2': '1-00-101-0111'}","(0.99, 0.20036866466999054)"
"('111', '1001010110')","{'S_1': '1-11', 'S_2': '1-00-101-0110'}","(0.9029, 1.200705129623413)"
"('111', '1001010101')","{'S_1': '1-11', 'S_2': '1-00-101-0101'}","(0.9906, 0.17896344406604767)"
"('111', '1001010100')","{'S_1': '1-11', 'S_2': '1-00-101-0100'}","(0.9281, 1.0900243936538696)"
"('111', '1001010011')","{'S_1': '1-11', 'S_2': '1-00-101-0011'}","(0.9482, 0.9719259851455688)"
"('111', '1001010010')","{'S_1': '1-11', 'S_2': '1-00-101-0010'}","(0.0572, 2.833814825820923)"
"('111', '1001010001')","{'S_1': '1-11', 'S_2': '1-00-101-0001'}","(0.9594, 0.8749405773162842)"
"('111', '1001010000')","{'S_1': '1-11', 'S_2': '1-00-101-0000'}","(0.0588, 2.8300550842285155)"
"('111', '1001001111')","{'S_1': '1-11', 'S_2': '1-00-100-1111'}","(0.9901, 0.03453355904202908)"
"('111', '1001001110')","{'S_1': '1-11', 'S_2': '1-00-100-1110'}","(0.9891, 0.03554897283776663)"
"('111', '1001001101')","{'S_1': '1-11', 'S_2': '1-00-100-1101'}","(0.9903, 0.03433227568494621)"
"('111', '1001001100')","{'S_1': '1-11', 'S_2': '1-00-100-1100'}","(0.9894, 0.035174070701375605)"
"('111', '1001001011')","{'S_1': '1-11', 'S_2': '1-00-100-1011'}","(0.9888, 0.03687496305937821)"
"('111', '1001001010')","{'S_1': '1-11', 'S_2': '1-00-100-1010'}","(0.9871, 0.04330779166254215)"
"('111', '1001001001')","{'S_1': '1-11', 'S_2': '1-00-100-1001'}","(0.9888, 0.036552680970635264)"
"('111', '1001001000')","{'S_1': '1-11', 'S_2': '1-00-100-1000'}","(0.9872, 0.04257435905188322)"
"('111', '1001000111')","{'S_1': '1-11', 'S_2': '1-00-100-0111'}","(0.9901, 0.19813116300106048)"
"('111', '1001000110')","{'S_1': '1-11', 'S_2': '1-00-100-0110'}","(0.8986, 1.2083999546051025)"
"('111', '1001000101')","{'S_1': '1-11', 'S_2': '1-00-100-0101'}","(0.9907, 0.17711260056495667)"
"('111', '1001000100')","{'S_1': '1-11', 'S_2': '1-00-100-0100'}","(0.9255, 1.0975211137771606)"
"('111', '1001000011')","{'S_1': '1-11', 'S_2': '1-00-100-0011'}","(0.9488, 0.9617764000892639)"
"('111', '1001000010')","{'S_1': '1-11', 'S_2': '1-00-100-0010'}","(0.0592, 2.8372907066345214)"
"('111', '1001000001')","{'S_1': '1-11', 'S_2': '1-00-100-0001'}","(0.9603, 0.8659057395935058)"
"('111', '1001000000')","{'S_1': '1-11', 'S_2': '1-00-100-0000'}","(0.0602, 2.833528980255127)"
"('111', '1000111111')","{'S_1': '1-11', 'S_2': '1-00-011-1111'}","(0.9898, 0.03511427685758099)"
"('111', '1000111110')","{'S_1': '1-11', 'S_2': '1-00-011-1110'}","(0.9893, 0.03581697768843733)"
"('111', '1000111101')","{'S_1': '1-11', 'S_2': '1-00-011-1101'}","(0.99, 0.03476045055571012)"
"('111', '1000111100')","{'S_1': '1-11', 'S_2': '1-00-011-1100'}","(0.9896, 0.03544696062183939)"
"('111', '1000111011')","{'S_1': '1-11', 'S_2': '1-00-011-1011'}","(0.9876, 0.03878232696093619)"
"('111', '1000111010')","{'S_1': '1-11', 'S_2': '1-00-011-1010'}","(0.9873, 0.04015037315003574)"
"('111', '1000111001')","{'S_1': '1-11', 'S_2': '1-00-011-1001'}","(0.988, 0.038219264019397084)"
"('111', '1000111000')","{'S_1': '1-11', 'S_2': '1-00-011-1000'}","(0.9873, 0.03956180589403957)"
"('111', '1000110111')","{'S_1': '1-11', 'S_2': '1-00-011-0111'}","(0.989, 0.8216349031448364)"
"('111', '1000110110')","{'S_1': '1-11', 'S_2': '1-00-011-0110'}","(0.9869, 0.9397316715240479)"
"('111', '1000110101')","{'S_1': '1-11', 'S_2': '1-00-011-0101'}","(0.9898, 0.7426455410003662)"
"('111', '1000110100')","{'S_1': '1-11', 'S_2': '1-00-011-0100'}","(0.9886, 0.8431390060424805)"
"('111', '1000110011')","{'S_1': '1-11', 'S_2': '1-00-011-0011'}","(0.7519, 2.170379001235962)"
"('111', '1000110010')","{'S_1': '1-11', 'S_2': '1-00-011-0010'}","(0.1351, 2.3416794380187986)"
